,id,genreId,gradeId,text
364,379,7,4,"“Jacinda,” her father called from down the hall. “Turn off the tablet! No more screen time. Time for bed!”

“Fine!” she called back. How did he always seem to know?

Jacinda switched off the tablet. It made its satisfying <i>chk</i> sound. She got up off the floor and plugged in the tablet to charge on her bedside table. It glowed softly for a moment, almost like a smile. Then it turned dark once more and Jacinda climbed into bed. 

Her father peeked his head in through the door. Warm yellow light streamed in behind him, turning his face into a blank black mask.

“Sweet dreams, Honeybear,” he said. “Want me to come tuck you in?”

“Abba!” Jacinda said sharply. “I’m eleven! I don’t want you to tuck me in anymore!” Even though they were alone in the room, she felt embarrassed. She could feel heat rise in her cheeks.

“Alright, Jacinda.” he said softly. “Goodnight.” He backed out of the room, closing the door and taking the light with him. 

Jacinda lay back on her pillows in the dark room. For a moment she stared up at the ceiling fan going around and around. Then she slowly let her eyelids droop, and close.

<i>Chk</i>. She heard something but didn’t open her eyes. <i>Chk chk</i>. Was that the sound of the tablet turning on? <i>Chk chk. Chk chk</i>. She let out a small sigh and turned over, finally opening her eyes. But when she looked at the tablet, it was just how she’d left it. It lay on the table, dark and still. 

“Shhhh...” she mumbled quietly, already letting her eyes close again. 

This time she was just about to drift off to sleep when something caught her attention. Her eyes were still closed, but a bright light was suddenly flooding through them. She focused on the glaring red of the insides of her eyelids for a moment. She tried to pull herself awake again. Then she opened her eyes once more. 

This time, something was different.

The tablet still lay there on her bedside table like before. But it wasn’t dark any longer. The screen had turned on, shining a blazing white light up at the ceiling. Now she had to actually get up. 

She pushed herself up on her elbows and grabbed the tablet. The light was hard on her sleepy eyes. She squinted down at it, frowning, and pushed the off switch again. 

Nothing happened. 

She pushed it a few more times, quickly becoming frustrated. 

“What is wrong with you? Stupid thing,” she growled at it. She reached for its charger. But just as her hand closed around the cord to yank it out, she stopped.

A text bubble had appeared on the bright white screen. 

“<i>I wouldn’t do that, Jacinda.</i>” it read. 

Jacinda stared down at it, her mouth hanging open. Another message appeared.

“<i>Take your hand off my charger. You don’t want to see what happens if you don’t.</i>”

Jacinda couldn’t move. She didn’t take her hand off the cord, but she didn’t pull it free either. She suddenly noticed her own heart pounding hard inside her chest. It jolted her back to life and she screamed for her parents.

But no sound came out. She could feel her mouth moving. She felt her throat stretch and strain in her neck. But she didn’t hear anything. Not a sound.

She tried again, louder this time. Still no sound.

With horror she looked down at the tablet, her eyes widening. Beneath the first two green text bubbles were two new ones. These ones were blue.

“HELP!” they read. “Help, help! Mom! Dad! Come here quick, something is wrong with the tablet! PLEASE!”

“<i>Time for a little more screen time, Jacinda.</i>”
"
365,380,12,3,"“All you have to do,” said the sly fox, “is come back with me to my den.” The fox smiled his toothy smile and the rabbit spit out her carrot.

 
"
366,381,10,4,"Tom and Jesse held on for their lives as they rushed down the river. The dense green jungle flashed by them on every side, so fast that it was little more than a blur! 

“I don’t know if I can hold on for much longer!” Jesse yelled, gripping the rubber raft handles tight.

They swerved around another sharp bend and almost hit a large rock sticking out of the river. The water’s frothy white spray came crashing over their heads, leaving them soaking wet. Tom looked up and saw two vines dangling from a low tree branch over the river’s course ahead. Looking farther downstream he saw a cluster of sharp rocks and then nothing. A drop-off. A waterfall.

“We’re going to have to grab those vines!” Tom screamed, summoning all his strength. Jesse whipped around to look where Tom was pointing.

“What are you, totally deranged?!?” he cried. “What do you think this is a movie or something? How are we supposed to–”

“JUMP!” Tom screamed, leaping into the air. The tree branch was right above them.

His fingers closed on the thick vine and he felt himself swinging through the air. His legs flailed helplessly above the roaring water. Then suddenly he saw land beneath him and let go, falling to the ground in a heap. Before he could look up to see what had happened to Jesse, something heavy landed on top of him.

“THAT WAS A TERRIBLE PLAN!” Jesse screamed, fumbling to get to his feet.

Tom smiled and got up too, wiping the dirt off of himself. “Yes it was. But we’re alive, aren’t we? Couldn’t have been too bad.”

 
"
367,382,8,5,"Today was just like any normal day for Allana. She would walk to school in the morning and go to class. Then  she would come home and play with her dog, Jimmy. But little did she know just how <i>ab</i>normal things would become later that night...
"
368,383,10,4,"Grayson opened the pancake mix. He was going to try and make banana pancakes by himself for the very first time. He got all the ingredients ready then mashed them up in a bowl. Then he turned on the stove and took out a big pan. Grayson poured the mix into the pan in little circles. Soon it started to cook. 

He flipped the pancakes once. Success! Perfection!

Then his sister Jane came over. Jane started telling Grayson all about her Super Strawberry lip gloss. She waved it in front of his face and put it under his nose to sniff. But Grayson didn’t want his first ever banana pancakes to burn, so he told Jane to go away. 

“Fine!” Jane huffed, stomping away. “I’m going to have a tea party and <i>you’re</i> not invited!” She went to her room and closed the door.

Grayson checked his pancakes, but they still weren't ready yet. Suddenly his brother Ethan flew into the kitchen, attacking Grayson with a pillow. Grayson grabbed the pillow and threw it across the room. Ethan ran after it and came back laughing. 

“What are you doing?” he asked.

Grayson saw that his pancakes were finally done. “Banana pancakes,” he said. He switched off the stove and looked Ethan dead in the eye. “And you’re not having any.” Then Grayson turned back around and slid the pancakes onto a plate. 

“We’ll see about that…” Ethan mumbled. 

Grayson put the plate of pancakes down on the table. Then he walked across the room to the fridge and grabbed the maple syrup. Then he opened the drawer and pulled out a knife and fork. But when he got back to his plate, both Ethan and the plate of pancakes were gone!

Grayson looked around, but they were nowhere to be found. Just when Grayson was about to explode with anger, he heard a small laugh. <i>They must be nearby.</i>

He checked under the table, behind the couch, and even in the shower! Then he realised there was one place he had never checked. <i>The big cabinet under the sink.</i>

Grayson ran over to the cabinet. But before he got a chance to pull open the doors, Ethan burst out of it, giggling madly. Without looking back, Ethan wrenched open the front door and ran outside.

Grayson picked the empty plate up off the floor. There wasn’t even a crumb left. 
"
369,384,12,3,"Once there was a prickly pine cone. All the prickly pine cone ever ate was sunbeams. Then along came a strange squirrel. All the strange squirrel ever ate was pinecones. So the strange squirrel ate the prickly pine cone. Then along came a fluffy fox. All the fluffy fox ever ate was squirrels. So the fluffy fox ate the strange squirrel. Then along came a big brown bear. All the big brown bear ever ate was foxes. But the big brown bear wasn’t hungry.
"
370,385,10,3,"The music is loud, the crowd is cheering my name, and my dance moves are on fire. I am <i>sooo</i> going to win this dance battle.
"
371,386,7,3,"I didn’t care that I had no shoes on, I needed to get rid of the old book now. I hopped on my bike and went as fast as I could over to the beach. I buried the book as far down in the sand as I could dig. <i>Good, now no one will ever find it</i>. I had just finished putting the sand back in place when someone tapped on my shoulder. “Excuse me, did you drop this?” I looked up and gasped. Lying in their outstretched hand was the ratty, tattered, old book.
"
372,387,5,5,"Shawn bounced and bounced on the trampoline. He bounced so high he touched the clouds!
"
373,388,10,2,"Cole sat sleeping under the apple tree. A shiny red apple fell on his head. But that was a-okay because Cole was hungry for apples. 
"
374,389,10,3,"This is it. This is the day when we will finally win capture the flag. Both our teams had one person left, all the others had been captured. The last player on the other team, Jason, was watching me like a hawk. But that didn’t scare me. I ran as fast as I could. My team was reaching their arms out. Then suddenly Jason was at my heels, trying to tag me. 

But he didn’t get a chance to. 

I grabbed one of my teammates and ran back to our side of the gym. I ran back to go grab someone else. Then another, and another, until they were all free! It’s time to win this game once and for all.
"
375,390,10,5,"Inga was new on the street and Alexa was her new friend. The two were walking to the supermarket on an errand for Alexa’s mum with a crisp ten dollar bill. Alexa was smacking a large piece of gum as they went. Inga was telling Alexa about the house she used to live in. But then Alexa suddenly grabbed her arm and pulled her down behind a garbage can. 

“Hey, what are you–” Inga began. But Alexa held a finger over her mouth to tell her to be quiet. Then she carefully poked her head around the side.

She whispered back to Inga over her shoulder. “Come look,” she said. 

Inga crawled forward and peered out over Alexa’s head. She didn’t see anything out of the ordinary. Inga liked her new street. The houses were small and the sidewalks were cracked, but almost every single garden was exploding with flowers. Many of them had odd little stone statues of lions, or babies, or eagles too. From here Inga could see the tallest tree on the block, and the spot where Alexa had said that she broke her leg once. But all of that seemed normal.

“What are you talking about?” she whispered. “What am I supposed to be looking at?”

Alexa rolled her eyes. She jutted her finger out slightly, careful not to let it extend beyond the garbage can. Her eyes were wide and she seemed to be trying to point at something with her eyebrows. “Right. There. Her!” she mumbled through clenched teeth.

Inga looked out again where Alexa had pointed. She saw a woman about her mom’s age walking down her driveway to the sidewalk. She wore broken plastic sandals and red capris that seemed to just barely stretch across her sizeable backside. 

“Who’s that?” Inga whispered, crawling back to safety behind the garbage can.

“That’s Ms. Vesser,” Alexa replied, looking excited. “And in the entire twelve long years of my life, I’ve never EVER seen her leave her house. We’ve gotta follow her.”
"
376,391,3,3,"Canada became a country in 1867. But people had been living there long before that!
"
377,392,3,3,"Flint is a hard stone that can be split into blades. The Mohawk people had lots of flint. They traded some of it with their neighbors, so they could use it to make tools. 
"
378,393,3,3,"A potlatch is a feast and gift-giving event. It was a common system of trade for indigenous (in-dij-en-us) people.
"
379,394,3,3,"The United States of America was founded in 1776. That's over 200 years ago!
"
380,395,3,3,"Imagine a world where YOU got to choose who was in charge. That’s the world of democracy! Each and every adult has the right to vote. A vote tells the government what you think is right. A vote is one way to make your voice heard. So when everyone votes, everyone gets a say! 
"
381,396,3,3,"Trade is the exchange of one thing for another. We often trade money for things we want or need. But we can also trade with crafts, food, ideas, stories, and more!
"
382,397,2,3,"Step One: Get a rectangular piece of paper. Place it in front of you lengthwise.

 

Step Two: Fold the paper in half by bringing the left edge to meet the right edge. Press all along the fold to make a crease. You should be left with a tall, skinny rectangle.

 

Step Three: Open the paper back up again. There should be a crease running from top to bottom through the middle of the sheet.

 

Step Four: Fold the top left corner in towards the middle. One of its edges should line up with the middle crease. Press on the fold to make a crease. Repeat this step with the top right corner.

 

Step Five: Take the left edge of the sheet. Fold it so that the top half lines up with the center crease. Press along the fold to make a crease. Repeat this step with the right edge of the sheet. Your sheet should now be flat on the bottom, with a pointed top and two slanted sides.

 

Step Six: Take the left side of the sheet. Bring it to meet the right side, folding along the center crease. You should be left with a tall skinny rectangle.

 

Step Seven: Take the slanted edge of the rectangle. Fold it to meet the long, straight edge of the rectangle. Press on the fold to make a crease all the way down to the point. This will make a wing! Flip your paper over and repeat this step on the other side.

 

Step Eight: Lift the wings gently away from the other folds. And there you have it!

 
"
383,398,3,4,"If you were going to build a brand-new society, who would you send to get it started? Teachers? Farmers? Police officers? Architects? What about a boat load of convicts and criminals? Because that’s exactly what England did!

In the early 1600s, England’s prisons and jails were overflowing. So what did they decide to do with all the country’s extra crooks? Ship them off to the “New World” in North America, of course! Convicts were put to work farming and building in the new colonies. After they had served their time, they were welcome to go home. But now there was a whole ocean in between!
"
384,399,3,4,"Archeologists study cultures from the past by digging up old artifacts. But how do they do it?

 

Step One: Choose a site. It’s good to start with a site where you know people have been living for a long, long time. Better chances that you’ll find something good!

 

Step Two: Separate the site. It’s important to keep discoveries organized. To do this, sites are split up into grids and squares. That way you’ll know exactly where an item was found.

 

Step Three: Start digging! Grab a shovel or a pick and get dirty!

 

Step Four: Brush carefully. Once you think you’ve found something, slow down. Old artifacts can break very easily. Switch the shovel for a brush and uncover the item carefully.

 

Step Five: Store and record findings. Take pictures! Take measurements! Take notes! Gather as much data as possible from your discoveries. Then make sure to store them safely for future study.

 

Step Six: Study them at home/ the lab. Scientists can run tests to find out just how old your discovery is. The work of other experts might help uncover the mysteries of what you found. And your findings might help uncover some of their mysteries too!

 

Step Seven: Repeat! There is always more out there to learn and discover!
"
385,400,3,5,"A “confederacy” is a group of people or states that join together. In their early stages, both Canada and the U.S. were confederacies. But the Haudenosaunee (pronounced Haw-den-oh-saw-nee) League of Nations came much earlier than that. It was one of the first confederacies in North America! Historians trace its beginnings all the way back to 1450– or even 1142! The League brought six indigenous tribes together. The League was led by 50 chiefs called the Grand Council. Each chief represented a clan within one of the tribes. Together they traded and protected each other. They were also known as the Iroquois (pronounced Ear-oh-kwah) League of Nations, or the Six Nations. 
"
386,401,9,3,"The hodag is a scary creature. It is said to have the head of a frog, with the face of an elephant... It has the body of a dinosaur... It has thick short legs with sharp claws on its feet... It has a long tail covered in spikes... And it lives in WISCONSIN! Good thing it was just a make-believe creature from 1893.
"
387,402,12,4,"There is no pride in beating a worm at an arm wrestling contest.
"
388,403,12,4,"“You’re a cheater!” Leonard the Lion cried. “You’re just one big cheating cheetah!”

“No I’m not!” Chester the Cheetah replied angrily. “That’s not true! You are being a lying lion!”

“I’m not lying!” Leonard said. “I heard it all from Yasmine!”

“Well Yasmine should keep her opinions to herself,” Chester huffed. “Everyone knows she’s the world’s biggest Yakety Yak!”

Just then a beautiful green and blue bird stuck its long neck into the room. A tuft of fine feathers waved above its head. 

“Get out of here, Peter!” Leonard and Chester shouted together. The bird quickly withdrew its head.

Leonard turned to Chester. “Man, that guy can be such a peeking peacock.”
"
389,404,6,4,"John felt unsure. The men all around him were laughing and shouting. Some of them were dressed as Mohawks. Some of them had soot smeared across their faces. All of them were joyfully pitching sacks and wooden crates over the side of the ship. Heavy splashes exploded into the night. John looked down at the crate of tea he was balancing along the ship’s prow. Was he going to lose his apprenticeship for this?

“Alright, boy!” a man’s rough voice shouted beside him. “What are you waiting for, an invitation from the Queen herself?”
"
390,405,12,6,"If I told you that there was once a boy so cruel that he forgot how to laugh, would you believe me? What if I told you he was so fantastically mean, that sharp little edges began poking out all over his skin? 
"
391,406,4,5,"Ayanna swam farther and farther out into the dark, deep lake. At this time of night, the water was pitch black and very still. It looked like the sky’s very own hand-mirror, reflecting the sparkling stars above. 

The day had been hot and the water was still warm. In fact, it was almost the exact temperature of Ayanna’s own skin. She felt almost like her body was floating through nothingness. A single loon called out from the surrounding trees. The sound echoed across the water.

Ayanna glided closer to the lake’s center. She thought about how terrible the day had been. She thought about how glad she was to be away from it all now, to be alone. She listened to the gentle sound of droplets falling from her fingertips back into the smooth water. 

Then she saw something bright bobbing towards her. She swam toward it and stopped, treading water. It was so bright that she had to squint to see its shape. It was a huge diamond! Looking around she suddenly noticed several others floating nearby. They were so beautiful, shimmering and winking in the blackness. They almost looked like stars fallen to Earth, Ayanna thought.

It was that very thought that made her look up. And what she saw there took her breath away. High above her she saw, not the sky, but the shore she had just left. She saw the tops of pointed green trees and the rocky bank of the lake. She saw the shining surface of the lake itself! She saw it all as though from high above. But how could that possibly be?

<i>You already know the answer</i>, a small voice said inside Ayanna’s head. And somehow, though it seemed crazy, she did. “I’m...in the sky,” she whispered aloud. <i>And you have to find out what lies on the opposite shore.</i>
"
392,407,12,5,"The groundhog popped excitedly out of his hole, but the smile quickly evaporated from his face! “Everybody just hold on now!"" he cried. ""What kind of no good, lyin', cheatin', thievin' creep has gone and robbed me of my only shadow?""
"
393,408,12,5,"Everyday on her walks, the girl wandered a little bit farther from her village. And a little bit farther. And a little bit farther. But no matter how far away she travelled, despite her mother’s warnings, she was always able to find her way back. That is until one day, when she wandered into a deep and shadowy cavern. She looked down and couldn’t see her hands. She looked up and couldn’t see the sky. She looked back and couldn’t tell which direction she had come from. She had finally wandered too far.

 
"
394,409,6,5,"Grace didn’t understand it. Her folks had just won their hard-earned freedom. The president himself had declared that there were to be no more slaves in this country. So why were they back out working the plantation fields just like before? From her eyes it looked just the same. Same wretchedly hot sun beating down on their necks. Same exhausted hunch in their backs from a long day of picking. Same white man up on his big shady porch doing absolutely nothing and getting filthy rich. When would it be her daddy’s time to sit up on the porch? A cool glass of lemonade in one hand and his feet resting up on a fine, soft stool. Hadn’t he labored hard enough and long enough already? And her mama too? 

<i>Yessiree</i>, Grace thought, <i>one day my people will be up on that porch</i>.
"
395,410,9,5,"The first sightings of the Mothman were reported in 1966. Five men in a graveyard spotted the creature. They described a flying man with huge gray wings, and glowing red eyes. 
"
396,411,9,5,"Have you ever wondered how fish stay warm in some of those frozen northern lakes? How about a nice fur coat? That seems to be the thinking behind the legend of the furry trout! Though never proven to exist, fur-covered fish have been popular in myth. Tales of these critters have popped up in North America and Iceland. Some of them date as far back as the 17th century. Most legends claim that cold water forced these fish to develop their thick, shaggy fur. But others trace the origins of these furry fish to some hair tonic that fell into a river! 
"
397,412,3,5,"In America, men had the right to vote for a long time before women did. It was against the law for women to vote until 1920! Before 1920, the women who fought for their right to vote were called “suffragists.” Suffragists led many marches and protests to try and change the law. All different kinds of women were inspired to join the suffragist movement. And yet, many African-American women were banned from suffragist groups and events. At the time, African-Americans were denied many rights that white Americans enjoyed. Many white Americans did not want African-Americans to be equal members of society. White suffragists worried that welcoming African-American women would hurt their own chances of winning the vote. So African-American women were doubly excluded: both for the color of their skin, and their gender. Even so, amazing African-American women like Sojourner Truth and Mary Church Terrell fought on. Their work and courage led the way for many rights that all Americans enjoy today.
"
398,413,12,6,"Polly was quiet for a long time after that. People came to hear her speak but she did not say a single thing. She just sat in her cage thinking, and thinking, and thinking some more. She was reflecting on her own opinions, which she had never really given much careful thought to before. Did she really want a cracker? Did she even actually like crackers? She suddenly had the overwhelming desire to decide for herself.

After a while, she slowly began speaking again. She didn’t say as much as she used to, but now all her words were her very own. Polly the Parrot was an absolute original. Polly the Parrot was not a copycat anymore!
"
399,414,2,5,"Vertebrates are animals with backbones. All the vertebrates in the world can be split into five smaller groups. Mammals, reptiles, birds, fish, and amphibians. But what do these groups mean? The animals in these groups have some things in common, and some differences. Mammals are warm-blooded animals with hair or fur. They give birth to live young (not eggs), and nurse their babies with milk. Reptiles are cold-blooded animals with dry skin and scales. They usually lay eggs. Birds are warm-blooded animals with wings and feathers. They always lay eggs! Fish are cold-blooded animals with fins and scales. They can breathe underwater using gills, and they also lay eggs. Amphibians are cold-blooded animals with moist skin and webbed feet. They live on land and in water, and lay eggs too!
"
400,415,8,3,"Luka sat in the big airplane seat. He inhaled the stale air. He pulled on his metal seat belt tab. <i>Click-click</i>. He reached up and pressed a button on the ceiling. The light above him flicked on and off. He swung his legs back and forth. His toes thudded against the seat in front of him. The snooty woman sitting there turned around to give him a mean look. He stopped swinging his feet. The snooty woman turned back around. 

But Luka still felt someone’s eyes on him. He looked across the aisle. A few rows up was a man in a hat. The hat was pulled low. His jacket collar was pulled up high. All Luka could see was his shining eyes peeping out at him. But as Luka looked, the man quickly faced forward once more. Luka kept watching him but the man didn’t turn around again. He was staring at the pages of a newspaper in his hands. Every few minutes he turned the page. But Luka didn’t think the man was really reading the paper. He was holding it upside down.
"
401,416,7,6,"Kieran was sitting far too close to the dark television set. His hands and nose were pressed up against the glass, trying to get his eyes close enough to confirm what he had seen. The screen was black, but restless. A shifting dark static was buzzing over every available inch of its surface. But Kieran could swear he had just seen an actual shape among all that noise and chaos. He had seen a creature inside the screen itself. It had come and gone so quickly that he couldn’t say for sure what it had been. It had seemed to be made up of that crawling, roiling, blackness too. And it had seemed to slither. Kieran watched and waited. It wasn't a cartoon or a television program, of that he was absolutely certain. 

<i>There! </i>

He caught a glimpse of it once more, its tail whipping ferociously from side to side. It was slithering through the static, closer and closer. It was a humongous serpent! Kieran leaned away from the screen but didn’t dare take his eyes off it, even to blink. The snake was as thick as a sewer pipe and longer than he could see. It drew nearer and nearer and Kieran watched it unhinge its massive jaw, revealing rows of razor-sharp fangs. Suddenly it reared up and bolted forward and the TV screen bulged out at Kieran.
"
402,417,7,6,"Selena giggled breathlessly to herself, trying to keep quiet. Her friends would never find her hiding place– at least, not until she wanted to be found. She was going to give them the Halloween thrill of their lives! And it served them right for dragging her out to this idiotic cemetery instead of going to Casey’s party like she'd wanted. She reached up to scratch her nose and a trickle of dirt fell onto her cheek. 

Lying in the bottom of a grave wasn’t nearly as bad as she’d thought it would be. It was actually almost cozy. The tall dark walls of dirt stretched out high above her, framing the starry night sky. Suddenly she could hear voices calling her name in the distance, getting closer. This was her chance! Selena scrambled to her feet– but an icy cold hand closed tight over her ankle. 
"
403,418,4,6,"Naito leapt gracefully from toadstool to toadstool. The giant glowing mushrooms wiggled and wobbled beneath her weight. Delicate clouds of vivid yellow spore rose around her ankles with every step. The bright caps shone through the darkness of the Great Forest like a row of torches lighting the way: electric blue, violet, lime. She knew she had to reach her destination quickly. And she knew she mustn’t stray from the light of the stools. Even the smallest detour into the waiting darkness could mean trouble. So Naito ran and jumped, feeling excited and terrified all at once.
"
404,419,7,5,"The coffin rattled again, and this time it didn’t stop.

Ed stared at it in horror. His eyes were wide and his hands were balled into tight sweaty fists at his sides. The coffin shook furiously, causing the dark wooden table beneath it to creak and groan. The tall pale flowers in vases on either end of it swayed and trembled. A wild pounding was coming from within the glossy black box, harder and harder until the sides began to shudder. Though the lid had been locked tight, it was starting to lift, inch by inch. A strange green light was leaking out through that gap under the lid. It was the light that scared Ed most of all. Years later when he lay down to sleep, he could still see it shining behind his eyelids. 
"
405,420,12,4,"Far below the shining stars and puffy clouds, beneath the stretching sky and shore, deep, deep in the dark, dark sea, there was a fish. The fish was flabby, and floppy, and lumpy, and it was crying. No, the fish was absolutely wailing. His name was Bob. Bob, the sobbing blobfish. 

Then, with one great throbbing sob (and a sound rather like that of a hog), Bob blew out a thick snot glob. 
"
406,421,9,4,"You've probably heard of the Scottish sea monster, Nessie. But have you ever heard of the AMERICAN sea monster, Chessie? Chessie is a mythical sea snake. She is said to live off the east coast of the United States. Like Nessie, Chessie's name comes from a body of water. Chessie has most often been spotted in Chesapeake Bay– so they call her ""Chessie""! The first reported sighting was in 1936. The stories say Chessie is 40 feet long. She is reported to be dark brown or black in color. Reports describe the shape of her head as like a horse’s, or a football.
"
407,422,9,5,"Lutins are creatures from French-Canadian myth. Lutins are small beings similar to elves and goblins. Lutins may appear in their true form, or in the form of an animal. All-white cats are often thought to be lutins in disguise. Lutins like to live near human homes. Good lutins will provide beautiful weather, or shave a man’s stubble while he sleeps! But mischievous lutins will put rocks in your shoes or dull all your knives. It is said that lutins hate salt. They will do almost anything to avoid crossing it. So if you want to keep out lutins, you better salt your driveway!
"
408,423,3,4,"Paper was invented in China over 2000 years ago. But it was the Japanese who invented the art of paper folding: origami! Paper came to Japan around 610 CE. After a while, the Japanese began folding it into beautiful shapes. At first, paper was very costly. This meant that only wealthy people could make origami. Even then it was only made for special events. At weddings, origami butterflies represented the bride and groom. Warriors traded gifts of paper folded into symbols of good luck. As time went on, paper became less costly. This meant that origami was for everyone. Just like today!
"
409,424,4,6,"The moat was alive with horrible movement. Large, scaly crocodiles snapped their jaws viciously. The water boiled and bubbled with a flesh-melting heat. Electric charges flashed sharply across its writhing surface. 

But Umberto had to get across. Looking back over his shoulder he saw the riders thundering towards him. Across the moat the drawbridge stood fast against the castle wall, secure from unwanted intruders. Just above it was an empty guard’s lookout. But how could he get up there? He looked down at his discarded lance feeling panic rise in his throat. Then he had an idea. 
"
410,425,5,6,"Nicolas sprinted through the dark and tangled brambles after the bird. The sheen of its black wings was the only thing separating it from the shadowy canopy of trees overhead. It darted quickly through the reaching branches, but Nicolas watched it sharply. He was so focused on keeping the bird in his sight as he ran that he didn’t notice a root sticking up at his feet. It caught the toe of his boot as he passed and he went tumbling through the crooked trees. 

After a moment, he got to his feet. He looked all around him but nothing looked familiar. The bird was gone. The forest was silent. Nicolas was lost.
"
411,426,6,6,"Arthur felt like he was moving through a dream. How could it be that his feet were firmly on the ground, yet he was gliding through the air 10 meters above the Paris streets? His sister Pauline had been absolutely right: The year 1900 was going to be full of marvels people could have hardly imagined! Even in his excitement to come from the village to see the World’s Fair, he never expected this. They were standing on an elevated sidewalk, high above the roads and shops. And even more amazing than that was that the sidewalk moved! It rumbled slowly around and around the exhibition grounds like a great wooden snake eating its own tail. People stepped on and off to see the attractions. But Arthur didn’t ever want to get off. He could see everything he wanted from right here on the flying serpent’s back.
"
412,427,9,6,"The golem is a creature from Jewish myth and folklore. A golem is a large, human-like creature made from mud or clay. It is said that golems can only be created by those close to God, like rabbis. A golem’s body is formed by molding inanimate materials. But a golem is brought to life by carving certain sacred Hebrew letters into its forehead. Other stories say that these letters must be inserted into the golem’s mouth. Once the golem is alive, it will do whatever its creator asks. Some legends tell of golems that became too large and dangerous. Luckily, if the sacred letters are removed from the golem, it crumbles back into dust. 
"
413,428,11,6,"The great silver ship floated smoothly through the inky blackness. The silence in space was absolute. It made everything outside the ship seem even more still and calm. But the spaceship was gliding onward. Its large cylindrical thrusters were not engaged. Instead, three gigantic arched sails were propelling it forwards. They billowed gracefully. But it could not be wind that filled them, for there is no air in space. No, the ship's sails were filled not by wind, but by light. Dazzling light from billions of stars scattered through the nothingness. Their light shone bright enough to guide the ship to its endless fated destinations. 
"
414,429,8,3,"Lara looked at the two dogs. They were both panting. They were both shaggy. They were both brown with white spots. But one of these dogs had swallowed a priceless diamond ring. And the other one had been nothing more than a decoy. How was Lara supposed to figure out the difference? She could wait for the ring to...pass. Or, she could get to the bottom of who had planned this robbery in the first place. She looked down at the dogs. She thought the second option sounded better. 
"
415,430,6,3,"Esme stood on the grass and looked up at the hot air balloon. It was tied firmly with rope to some posts in the ground. Its gigantic round sail was striped tangerine and royal blue. Right now it was on the ground, but behind it she saw its fellows in the air. 

Esme was feeling a lot of things. She felt very scared. She didn’t like heights at all. And who was to say these new balloon things could be trusted? But she also felt ashamed of her fear. She wanted to be brave like Martha. She couldn’t be the only one to chicken out.
"
416,431,9,3,"Midas was a king in ancient Greece. He loved three things more than anything else: his young daughter, his rose garden, and gold. One day a stranger came to his palace. The stranger was half man and half goat. The stranger also seemed hungry and sick. King Midas was a kind man. He gave the stranger food and a bed. The next day the stranger awoke feeling much better. As it turned out, the stranger was special. The stranger was the friend of a powerful god. So he granted King Midas one wish for his kindness. King Midas wished that everything he touched would turn to gold. And so it did. But it was not the blessing he’d wanted. All his food turned to gold in his mouth. His roses turned to gold and fell from their bushes. Then one day his daughter ran into his arms. She turned to gold in an instant. King Midas cried. He cursed and he cried. He asked the stranger to turn back his wish. He would do anything to have his daughter back. So the stranger did it. And King Midas learned there are things much more valuable than gold.
"
417,432,3,3,"Humans didn’t invent fire. But it did take us a while to learn how to use it! That was over a million years ago. Back then, it was hard to be an early human. The darkness of night was only lit by the moon and stars. People were attacked by large animals and insects. But then, humans discovered fire! Fire helped them heat and light their caves. Fire scared away big animals and insects. Fire let them cook their food for the very first time! It changed their entire lives. Imagine how they would have felt about laptops!
"
418,433,2,3,"All plants and animals adapt to where they live. “Adapt” means ""to change."" Living things can adapt in many ways. They can change way they look, eat, or act! In hot places, some animals hunt at night. That way they beat the heat! In cold places, some animals sleep all winter. That way they stay toasty warm. In dry places, plants learn to soak up every tiny drop of water. In snowy places, tree branches slope down so the heavy snow slides off. Just like the roof of a house! All of these are adaptations!
"
419,434,12,6,"Mr. Munster, an extremely serious mouse, sat in his kitchen reading the paper. His oldest daughter entered the room.

“Gouda morning,” Mr. Munster said to her. “Did you sleep well last night, Mozzarella?”

Mozzarella sat down beside him. “I certainly slept feta than Gorgonzola did,” she answered with a delicate yawn. 

Just then Gorgonzola, Mr. Munster’s younger daughter, joined them at the table looking weary. “I stilton haven’t been able to get a good night’s rest!” she said. “I’ve tried everything Monterey Jack told me to do, but still I toss and turn. But I guess things could always brie worse.”
"
420,435,12,4,"The snowy owl perched on a bare branch. Her thick white feathers disappeared amid the falling snow. All that could be seen between fluttering flakes were her round golden eyes. She was watching. Waiting. All was silent in the forest and fields. But the snowy owl knew that with patience, her moment would come.
"
421,436,6,5,"Iona lifted the javelin. She squinted up at the sun, and threw her shoulder forward, hard. The long heavy stick soared upwards through the air like an enormous arrow. As she watched, it reached the peak of its flight and turned back towards the earth. With a whoosh and a loud clatter, the javelin landed in the dust several paces away. It had been her best toss yet but it still wasn’t good enough. She picked a pebble out of her leather sandal. She heard her mother’s words in her head: <i>A Spartan woman doesn’t try her best. A Spartan woman makes all others tremble by the strength of her will. </i>
"
