id,genreId,gradeId,text,passageId,skillId,questionTypeId,question,potentialAnswers,correctAnswers,Question Type
368,10,2,"<b>Chapter 1</b>

Hi. My name is Molly. 

I am just a normal kid, like every other kid. But today is not a normal day.

Today I start Grade 2. You might be thinking, why am I so excited to start school? Well, the thing is, Grade 2 is going to be different.

This year I get to be in Mrs. Jenkin’s class. Mrs. Jenkin’s classroom is special because it has a class pet named Snoopy.

He is a guinea pig. He is black and white, and has long hair that covers his eyes. I know this because in Grade 1 I used to walk by Mrs. Jenkin’s classroom just to see Snoopy. 

I was so jealous of the Grade 2 students that got to feed and take care of Snoopy. Mrs. Jenkin’s even let the students take Snoopy home!

I love animals, but my mom and dad will not let me have a pet. I beg and beg, but they still say no. They say a pet is a lot of work, and I am too young to have that kind of responsibility.

But little did they know, I have a plan.

 

<b>Chapter 2</b>

“Molly, you are going to be late for school,” Mom yells from the kitchen.

I am almost ready, but I can’t find my favorite shoes. The sparkly silver sneakers with bright pink laces.

I bend down and look under the bed. There they are! I slip one foot inside, and then the other.

“Molly, the bus is going to be here any minute!”

Mom is getting upset now. I better hurry. The problem is that I just learned how to tie my shoes over the summer.

I take both laces in my hands and think carefully.

“Over, under, pull it tight,” I think in my head. “Make a bow and pull it through to do it right.” 

Got it!

I do the same with the other shoe, and run downstairs.

Jack is sitting at the kitchen table. He is my little brother. He’s not big enough to go to real school yet. He goes to preschool a few days a week. Mom says it will get him ready for big kid school.

“Molly, hurry up and eat some breakfast,” Mom says.

I sit next to my brother, and look down at my plate. Waffles! My favourite.

“Thanks, Mom,” I say.

Mom gives me a smile as she wipes my brother’s face with a napkin.

I eat my breakfast quickly, and run to the door.

Mom is already there with my backpack in her hand. “Have a great first day of Grade 2. I can’t wait to hear all about it.”

She helps me put on my backpack and gives me a kiss on the head.

“Bye!” I yell as I walk down the driveway.

Just as I reach the end the bus comes around the corner. Perfect timing. The bus stops at the end of our driveway. I turn around and give another wave to Mom. I step up the stairs of the bus.

“This is going to be a great year,” I think in my head.

<b>Chapter 3</b>

I find a seat near the front of the class. My friend Amy sits down at the desk next to mine.

I haven’t seen Amy all summer because she went away to soccer camp.

“Hi Molly,” she says.

“Hi Amy, how was camp?” I ask.

 “It was fun. I played soccer every day and got to stay with a different family. They had a pool and everything!” she says.

“That sounds fun,” I say. I try to keep my eyes on Amy as she talks more about camp, but I can’t help but notice Snoopy’s cage.

It is on a small table beside the window near the reading corner.

I wonder to myself who will get to take Snoopy home first? It just has to be me! The sooner I take Snoopy home, the sooner Mom and Dad will see how responsible I am and let me have my very own pet.

“Molly, are you listening?” Amy asks, sounding frustrated.

“Oh sorry,” I say. “Hey do you know if Snoopy is in his cage?” 

Amy just rolls her eyes at me.

Just then Mrs. Jenkins starts to speak in front of the class. “Good morning class, and welcome to Grade 2.”
",368,3.0,1,What is Molly's plan?,"[""To take such good care of Jake that her parents let her start baby-sitting for other neighbors."", ""To start playing soccer so she can become good enough to go to soccer camp with Amy next year."", ""To take home the class pet so she can prove she is a responsible pet owner and get her own pet."", ""To be selected to take home the class pet so she can keep it as her own.""]","[""To take home the class pet so she can prove she is a responsible pet owner and get her own pet.""]",Literal
369,5,4,"Lucy and Alex had all kinds of books: 
storybooks, science books, some just for cooks.
Some smelled like dust, and others were new, 
and some had hard covers, but only a few.

Some books had pictures and some were without,
but neither one knew what these were about.
Because Lucy and Alex, back when they were small,
just played with their books, but read not at all.

They used all their books in all kinds of ways.
As sketchpads, as door-stops, and even a maze.
They piled them up and climbed way up high,
for a better view, when they wanted to spy. 
And sometimes, when monsters and ghosts would come near,
they built a strong fort, so they’d sleep without fear.

One day, their mother came into their room. 
She glanced all around and she started to fume.
She said, ""Look at these books all over the floor!” 
""You climb them and use them as stops for the door!”
""You use them for warding off monsters in bed,
but oh, how I wish you would <i>read</i> them instead!”

But Lucy and Alex said impatiently,
""We need them for crossing this moat! Don’t you see?” 
""The carpet is water, this book is a rock,
and only from one to the next can we walk.”

Their mother just sighed and nodded her head,
then spoke to them softly, and here’s what she said:
""The reading fairy will think it’s too bad.
When children don’t read, she gets very sad.”

Lucy and Alex then stopped suddenly,
and asked who this reading fairy might be.
""The reading fairy,” their mother began,
looks after the books in all of the lands.”

""She’s read every story, and knows them by heart, 
the first word, the last word, and each little part.” 
""She treasures her books, and loves nothing more, 
than sharing her gifts with the kids she adores.” 

""But when children don’t read, and their books are for play, 
then she becomes sad and starts fading away.”
That night, in their dreams, the fairy came down,
and whisked them away in her silvery gown. 

She showed them the places where readers can go, 
and magical spells that only <i>they</i> know.
They visited castles with dragons and moats…
They searched for lost treasure with pirates on boats...

They visited space and sat on the moon....
They visited jungles with bears and baboons…
They visited sweet shops with cakes and ice creams…
And places that only existed in dreams…

The fairy explained that these worlds live in books. 
They’re inside the covers, if only you look.
And when they awoke in their beds the next day, 
they wished to go back to those worlds right away. 

So Lucy and Alex did just as she said. 
They ran to their books and they read, and they read.
When their mother woke up, to her shock and delight, 
she saw in their room an unusual sight.

Lucy and Alex were reading away, 
not throwing, not climbing - at least for today.
And the reading fairy was glad in her heart, 
and thought to herself, ""Well, it’s good a start.”
",369,3.0,1,What did Lucy and Alex do with their books?,"[""They read them."", ""They gave them away."", ""They used them to play."", ""They sold them.""]","[""They used them to play.""]",Inferential
369,5,4,"Lucy and Alex had all kinds of books: 
storybooks, science books, some just for cooks.
Some smelled like dust, and others were new, 
and some had hard covers, but only a few.

Some books had pictures and some were without,
but neither one knew what these were about.
Because Lucy and Alex, back when they were small,
just played with their books, but read not at all.

They used all their books in all kinds of ways.
As sketchpads, as door-stops, and even a maze.
They piled them up and climbed way up high,
for a better view, when they wanted to spy. 
And sometimes, when monsters and ghosts would come near,
they built a strong fort, so they’d sleep without fear.

One day, their mother came into their room. 
She glanced all around and she started to fume.
She said, ""Look at these books all over the floor!” 
""You climb them and use them as stops for the door!”
""You use them for warding off monsters in bed,
but oh, how I wish you would <i>read</i> them instead!”

But Lucy and Alex said impatiently,
""We need them for crossing this moat! Don’t you see?” 
""The carpet is water, this book is a rock,
and only from one to the next can we walk.”

Their mother just sighed and nodded her head,
then spoke to them softly, and here’s what she said:
""The reading fairy will think it’s too bad.
When children don’t read, she gets very sad.”

Lucy and Alex then stopped suddenly,
and asked who this reading fairy might be.
""The reading fairy,” their mother began,
looks after the books in all of the lands.”

""She’s read every story, and knows them by heart, 
the first word, the last word, and each little part.” 
""She treasures her books, and loves nothing more, 
than sharing her gifts with the kids she adores.” 

""But when children don’t read, and their books are for play, 
then she becomes sad and starts fading away.”
That night, in their dreams, the fairy came down,
and whisked them away in her silvery gown. 

She showed them the places where readers can go, 
and magical spells that only <i>they</i> know.
They visited castles with dragons and moats…
They searched for lost treasure with pirates on boats...

They visited space and sat on the moon....
They visited jungles with bears and baboons…
They visited sweet shops with cakes and ice creams…
And places that only existed in dreams…

The fairy explained that these worlds live in books. 
They’re inside the covers, if only you look.
And when they awoke in their beds the next day, 
they wished to go back to those worlds right away. 

So Lucy and Alex did just as she said. 
They ran to their books and they read, and they read.
When their mother woke up, to her shock and delight, 
she saw in their room an unusual sight.

Lucy and Alex were reading away, 
not throwing, not climbing - at least for today.
And the reading fairy was glad in her heart, 
and thought to herself, ""Well, it’s good a start.”
",369,3.0,1,Why did the reading fairy appear in Lucy and Alex’s dreams?,"[""To get revenge on Lucy and Alex for playing with their books."", ""To take away their books."", ""To save them from their mother."", ""To show them that reading is fun.""]","[""To show them that reading is fun.""]",Inferential
369,5,4,"Lucy and Alex had all kinds of books: 
storybooks, science books, some just for cooks.
Some smelled like dust, and others were new, 
and some had hard covers, but only a few.

Some books had pictures and some were without,
but neither one knew what these were about.
Because Lucy and Alex, back when they were small,
just played with their books, but read not at all.

They used all their books in all kinds of ways.
As sketchpads, as door-stops, and even a maze.
They piled them up and climbed way up high,
for a better view, when they wanted to spy. 
And sometimes, when monsters and ghosts would come near,
they built a strong fort, so they’d sleep without fear.

One day, their mother came into their room. 
She glanced all around and she started to fume.
She said, ""Look at these books all over the floor!” 
""You climb them and use them as stops for the door!”
""You use them for warding off monsters in bed,
but oh, how I wish you would <i>read</i> them instead!”

But Lucy and Alex said impatiently,
""We need them for crossing this moat! Don’t you see?” 
""The carpet is water, this book is a rock,
and only from one to the next can we walk.”

Their mother just sighed and nodded her head,
then spoke to them softly, and here’s what she said:
""The reading fairy will think it’s too bad.
When children don’t read, she gets very sad.”

Lucy and Alex then stopped suddenly,
and asked who this reading fairy might be.
""The reading fairy,” their mother began,
looks after the books in all of the lands.”

""She’s read every story, and knows them by heart, 
the first word, the last word, and each little part.” 
""She treasures her books, and loves nothing more, 
than sharing her gifts with the kids she adores.” 

""But when children don’t read, and their books are for play, 
then she becomes sad and starts fading away.”
That night, in their dreams, the fairy came down,
and whisked them away in her silvery gown. 

She showed them the places where readers can go, 
and magical spells that only <i>they</i> know.
They visited castles with dragons and moats…
They searched for lost treasure with pirates on boats...

They visited space and sat on the moon....
They visited jungles with bears and baboons…
They visited sweet shops with cakes and ice creams…
And places that only existed in dreams…

The fairy explained that these worlds live in books. 
They’re inside the covers, if only you look.
And when they awoke in their beds the next day, 
they wished to go back to those worlds right away. 

So Lucy and Alex did just as she said. 
They ran to their books and they read, and they read.
When their mother woke up, to her shock and delight, 
she saw in their room an unusual sight.

Lucy and Alex were reading away, 
not throwing, not climbing - at least for today.
And the reading fairy was glad in her heart, 
and thought to herself, ""Well, it’s good a start.”
",369,3.0,1,Why did Lucy and Alex change their minds?,"[""The reading fairy tricked them."", ""The reading fairy taught them that reading is an adventure."", ""Their books were missing when they woke up."", ""They were tired of building forts with their books and wanted to try something new.""]","[""The reading fairy taught them that reading is an adventure.""]",Inferential
369,5,4,"Lucy and Alex had all kinds of books: 
storybooks, science books, some just for cooks.
Some smelled like dust, and others were new, 
and some had hard covers, but only a few.

Some books had pictures and some were without,
but neither one knew what these were about.
Because Lucy and Alex, back when they were small,
just played with their books, but read not at all.

They used all their books in all kinds of ways.
As sketchpads, as door-stops, and even a maze.
They piled them up and climbed way up high,
for a better view, when they wanted to spy. 
And sometimes, when monsters and ghosts would come near,
they built a strong fort, so they’d sleep without fear.

One day, their mother came into their room. 
She glanced all around and she started to fume.
She said, ""Look at these books all over the floor!” 
""You climb them and use them as stops for the door!”
""You use them for warding off monsters in bed,
but oh, how I wish you would <i>read</i> them instead!”

But Lucy and Alex said impatiently,
""We need them for crossing this moat! Don’t you see?” 
""The carpet is water, this book is a rock,
and only from one to the next can we walk.”

Their mother just sighed and nodded her head,
then spoke to them softly, and here’s what she said:
""The reading fairy will think it’s too bad.
When children don’t read, she gets very sad.”

Lucy and Alex then stopped suddenly,
and asked who this reading fairy might be.
""The reading fairy,” their mother began,
looks after the books in all of the lands.”

""She’s read every story, and knows them by heart, 
the first word, the last word, and each little part.” 
""She treasures her books, and loves nothing more, 
than sharing her gifts with the kids she adores.” 

""But when children don’t read, and their books are for play, 
then she becomes sad and starts fading away.”
That night, in their dreams, the fairy came down,
and whisked them away in her silvery gown. 

She showed them the places where readers can go, 
and magical spells that only <i>they</i> know.
They visited castles with dragons and moats…
They searched for lost treasure with pirates on boats...

They visited space and sat on the moon....
They visited jungles with bears and baboons…
They visited sweet shops with cakes and ice creams…
And places that only existed in dreams…

The fairy explained that these worlds live in books. 
They’re inside the covers, if only you look.
And when they awoke in their beds the next day, 
they wished to go back to those worlds right away. 

So Lucy and Alex did just as she said. 
They ran to their books and they read, and they read.
When their mother woke up, to her shock and delight, 
she saw in their room an unusual sight.

Lucy and Alex were reading away, 
not throwing, not climbing - at least for today.
And the reading fairy was glad in her heart, 
and thought to herself, ""Well, it’s good a start.”
",369,3.0,1,Why did Lucy and Alex build forts with their books?,"[""So they could be king and queen of the forts."", ""So the books were more fun to read."", ""To keep the monsters away from their beds."", ""To keep their mom out of the room.""]","[""To keep the monsters away from their beds.""]",Literal
369,5,4,"Lucy and Alex had all kinds of books: 
storybooks, science books, some just for cooks.
Some smelled like dust, and others were new, 
and some had hard covers, but only a few.

Some books had pictures and some were without,
but neither one knew what these were about.
Because Lucy and Alex, back when they were small,
just played with their books, but read not at all.

They used all their books in all kinds of ways.
As sketchpads, as door-stops, and even a maze.
They piled them up and climbed way up high,
for a better view, when they wanted to spy. 
And sometimes, when monsters and ghosts would come near,
they built a strong fort, so they’d sleep without fear.

One day, their mother came into their room. 
She glanced all around and she started to fume.
She said, ""Look at these books all over the floor!” 
""You climb them and use them as stops for the door!”
""You use them for warding off monsters in bed,
but oh, how I wish you would <i>read</i> them instead!”

But Lucy and Alex said impatiently,
""We need them for crossing this moat! Don’t you see?” 
""The carpet is water, this book is a rock,
and only from one to the next can we walk.”

Their mother just sighed and nodded her head,
then spoke to them softly, and here’s what she said:
""The reading fairy will think it’s too bad.
When children don’t read, she gets very sad.”

Lucy and Alex then stopped suddenly,
and asked who this reading fairy might be.
""The reading fairy,” their mother began,
looks after the books in all of the lands.”

""She’s read every story, and knows them by heart, 
the first word, the last word, and each little part.” 
""She treasures her books, and loves nothing more, 
than sharing her gifts with the kids she adores.” 

""But when children don’t read, and their books are for play, 
then she becomes sad and starts fading away.”
That night, in their dreams, the fairy came down,
and whisked them away in her silvery gown. 

She showed them the places where readers can go, 
and magical spells that only <i>they</i> know.
They visited castles with dragons and moats…
They searched for lost treasure with pirates on boats...

They visited space and sat on the moon....
They visited jungles with bears and baboons…
They visited sweet shops with cakes and ice creams…
And places that only existed in dreams…

The fairy explained that these worlds live in books. 
They’re inside the covers, if only you look.
And when they awoke in their beds the next day, 
they wished to go back to those worlds right away. 

So Lucy and Alex did just as she said. 
They ran to their books and they read, and they read.
When their mother woke up, to her shock and delight, 
she saw in their room an unusual sight.

Lucy and Alex were reading away, 
not throwing, not climbing - at least for today.
And the reading fairy was glad in her heart, 
and thought to herself, ""Well, it’s good a start.”
",369,3.0,1,What did Lucy and Alex do when they woke up from the dream?,"[""They built forts and castles out of their books."", ""They ran to their mother."", ""They went back to sleep."", ""They started to read.""]","[""They started to read.""]",Literal
369,5,4,"Lucy and Alex had all kinds of books: 
storybooks, science books, some just for cooks.
Some smelled like dust, and others were new, 
and some had hard covers, but only a few.

Some books had pictures and some were without,
but neither one knew what these were about.
Because Lucy and Alex, back when they were small,
just played with their books, but read not at all.

They used all their books in all kinds of ways.
As sketchpads, as door-stops, and even a maze.
They piled them up and climbed way up high,
for a better view, when they wanted to spy. 
And sometimes, when monsters and ghosts would come near,
they built a strong fort, so they’d sleep without fear.

One day, their mother came into their room. 
She glanced all around and she started to fume.
She said, ""Look at these books all over the floor!” 
""You climb them and use them as stops for the door!”
""You use them for warding off monsters in bed,
but oh, how I wish you would <i>read</i> them instead!”

But Lucy and Alex said impatiently,
""We need them for crossing this moat! Don’t you see?” 
""The carpet is water, this book is a rock,
and only from one to the next can we walk.”

Their mother just sighed and nodded her head,
then spoke to them softly, and here’s what she said:
""The reading fairy will think it’s too bad.
When children don’t read, she gets very sad.”

Lucy and Alex then stopped suddenly,
and asked who this reading fairy might be.
""The reading fairy,” their mother began,
looks after the books in all of the lands.”

""She’s read every story, and knows them by heart, 
the first word, the last word, and each little part.” 
""She treasures her books, and loves nothing more, 
than sharing her gifts with the kids she adores.” 

""But when children don’t read, and their books are for play, 
then she becomes sad and starts fading away.”
That night, in their dreams, the fairy came down,
and whisked them away in her silvery gown. 

She showed them the places where readers can go, 
and magical spells that only <i>they</i> know.
They visited castles with dragons and moats…
They searched for lost treasure with pirates on boats...

They visited space and sat on the moon....
They visited jungles with bears and baboons…
They visited sweet shops with cakes and ice creams…
And places that only existed in dreams…

The fairy explained that these worlds live in books. 
They’re inside the covers, if only you look.
And when they awoke in their beds the next day, 
they wished to go back to those worlds right away. 

So Lucy and Alex did just as she said. 
They ran to their books and they read, and they read.
When their mother woke up, to her shock and delight, 
she saw in their room an unusual sight.

Lucy and Alex were reading away, 
not throwing, not climbing - at least for today.
And the reading fairy was glad in her heart, 
and thought to herself, ""Well, it’s good a start.”
",369,3.0,1,What did the children's mother wish they would do with their books?,"[""Continue to build forts"", ""Read them"", ""Put them in alphabetical order on the bookshelf"", ""Donate them to the local library""]","[""Read them""]",Literal
370,10,2,"My name is Holly. It is a hot summer day. My family is going to the beach.

When we get to the beach we eat lunch. I eat a peanut butter and jelly sandwich. My little brother, James, eats gross baby food. My mom and dad eat gross adult food. I eat my sandwich fast because I want to go play.

When I am done eating I take out my shovels and buckets. I have three shovels and two buckets. My red bucket is for making towers. My blue bucket is round. My shovels are all different sizes.

It is time to build the sandcastle. The first thing I have to do is make a big pile of sand. At first it is easy to dig. The sand is not heavy. I dig deeper. The sand is getting heavier. Now it is not so easy to dig.

My pile of sand is huge now. It is taller than James. Now it is time to start carving my sandcastle.

I push on the pile of sand with both hands to make it stronger. Then I fill my red bucket with sand, and dump it upside down on the pile. This is how I make the towers. When I slowly take off the bucket, there is a tower. I make three more towers.

I use my smallest shovel to make windows in the towers. I use my medium shovel to make doors in the towers. I use my biggest shovel to make the towers stronger.

Now it is time to dig a moat. A moat is a hole all the way around the castle that you fill with water. At first it is easy to dig. The sand is not heavy. I dig deeper. The sand is getting heavier. Now it is not so easy to dig.

I use all the extra sand I dig up to make a wall around the castle. It is time to fill the moat with water. I walk down to the ocean, and fill my blue bucket with water. James tries to follow me and my dad picks him up.

The bucket is too heavy to carry so I dump some water out. It is hard to walk, but I make it back to the sandcastle. I dump the water in the moat. It barely fills any of the moat. This is going to take a lot of trips to the ocean.

I go back and forth many times. Finally, the water is starting to fill the moat. After many more trips, the moat is finally full! I am so tired that I lay down in the sand and close my eyes.

I hear my mom yelling, but it is too late. The sandcastle is destroyed. It was destroyed by a monster. A monster named James. A two-year-old sandcastle monster.

The towers are ruined. The wall is ruined. The moat is ruined.

I am so mad. I am ready to cry. Then James comes over, gives me a big hug, and says “sorry”.

I cannot be mad at James. I hug him back and tell him it is okay. I still love him, even if he <i>is</i> a sandcastle monster. 
",370,3.0,1,Who is the sandcastle monster?,"[""Holly"", ""Holly's Mom"", ""Holly's Dad"", ""Holly's brother James""]","[""Holly's brother James""]",Literal
370,10,2,"My name is Holly. It is a hot summer day. My family is going to the beach.

When we get to the beach we eat lunch. I eat a peanut butter and jelly sandwich. My little brother, James, eats gross baby food. My mom and dad eat gross adult food. I eat my sandwich fast because I want to go play.

When I am done eating I take out my shovels and buckets. I have three shovels and two buckets. My red bucket is for making towers. My blue bucket is round. My shovels are all different sizes.

It is time to build the sandcastle. The first thing I have to do is make a big pile of sand. At first it is easy to dig. The sand is not heavy. I dig deeper. The sand is getting heavier. Now it is not so easy to dig.

My pile of sand is huge now. It is taller than James. Now it is time to start carving my sandcastle.

I push on the pile of sand with both hands to make it stronger. Then I fill my red bucket with sand, and dump it upside down on the pile. This is how I make the towers. When I slowly take off the bucket, there is a tower. I make three more towers.

I use my smallest shovel to make windows in the towers. I use my medium shovel to make doors in the towers. I use my biggest shovel to make the towers stronger.

Now it is time to dig a moat. A moat is a hole all the way around the castle that you fill with water. At first it is easy to dig. The sand is not heavy. I dig deeper. The sand is getting heavier. Now it is not so easy to dig.

I use all the extra sand I dig up to make a wall around the castle. It is time to fill the moat with water. I walk down to the ocean, and fill my blue bucket with water. James tries to follow me and my dad picks him up.

The bucket is too heavy to carry so I dump some water out. It is hard to walk, but I make it back to the sandcastle. I dump the water in the moat. It barely fills any of the moat. This is going to take a lot of trips to the ocean.

I go back and forth many times. Finally, the water is starting to fill the moat. After many more trips, the moat is finally full! I am so tired that I lay down in the sand and close my eyes.

I hear my mom yelling, but it is too late. The sandcastle is destroyed. It was destroyed by a monster. A monster named James. A two-year-old sandcastle monster.

The towers are ruined. The wall is ruined. The moat is ruined.

I am so mad. I am ready to cry. Then James comes over, gives me a big hug, and says “sorry”.

I cannot be mad at James. I hug him back and tell him it is okay. I still love him, even if he <i>is</i> a sandcastle monster. 
",370,3.0,1,Why does Holly get mad?,"[""Her sandcastle is destroyed."", ""She can’t find her shovel."", ""It is time to go home."", ""She steps on shell and hurts her foot.""]","[""Her sandcastle is destroyed.""]",Literal
371,5,2,"There once was a place,
in a far away land.
A wonderful space,
where nothing was bland.

The trees were all tall,
and the leaves were all green.
The lakes were so deep,
and everything was clean.

This place was called Arno,
as you’ll soon come to know.

Away from Arno,
was a boy named Jon.
He dreamed of Arno,
each night as he yawned.

As he would drift,
deep deep into sleep,
he’d picture the trip
to lakes so deep.

He longed for Arno,
a place you’ll soon come to know.

Each day Jon would wake,
as the sun shined in beams.
He would draw and create,
pictures of his dreams.

He drew all the lakes,
all the forest and hills.
The rabbits, the snakes,
and the porcupine’s quills.

He longed for Arno,
a place we promise, you’ll soon come to know.

Jon always went to school,
and sat in his class.
He would follow each rule,
and each test he would pass.

The teacher had them write,
stories in their book.
Jon’s mind would take flight,
with each turn his tale took. 

He wrote of Arno,
a place we still promise, you’ll soon come to know.

That day as Jon walked,
all the way home.
He found himself shocked,
at the sight of a gnome!

A wee person so small,
that Jon could barely see.
A gnome that was not tall,
but sang as loud as three!

The gnome was from Arno,
a place you’ll soon come to know.

""Who are you?”
asked Jon, quite shocked.
""I am Rilo, it’s true!”
The gnome danced as he talked.

""Where do you come from?”
asked Jon, still afraid.
""An island known only to some,”
Rilo said as he played. 

The island of Arno,
a place you’ll very soon come to know.

""Where is Arno found?”
asked Jon, still unsure.
""The end of the long way around,”
Rilo yelled from the floor.

""That’s not a way to a place,”
said Jon quite annoyed.
A smile appeared on Rilo’s face,
as with Jon the gnome toyed.

""Follow me to Arno… 
a place you are now about to know”.

""We’ll be back in a flash,”
said Rilo the wee gnome.
""Unless we should crash,
I’ll bring you back home”.

""Crash what?” asked Jon,
as he chased to catch up.
Rilo skipped along,
singing back, ""The flying teacup.”

""The flying teacup will take us to Arno,
a place you’ll soon come to know.”

Jon ran home very fast.
Would his parents say yes?
A great trip at last,
to the place he’d soon like best.

They opened the door,
and both said ""Hello”.
Down went Jon’s mother,
fainting at first sight of Rilo.

""Wake up- we are going to Arno,
a place we’ll all soon get to know”.

They all climbed aboard
the bright colored cup.
Away they soared,
Rilo, Jon, and his parents and pup.

""This cup has magic powers,”
Rilo said as they started to spin.
Jon’s eyes fell on flowers,
lakes, and Rilo’s sly grin.

""We’ve arrived in Arno, 
the secret to which you’ll soon know!”

Wide-eyed and amazed,
Jon looked every which way.
""It’s not possible,” quite dazed,
he heard his parents say!

""Anything can be true,”
said Rilo quite proud.
""Beauty comes from the things that you do,”
he smiled, calling aloud.

""We’ve arrived in Arno, 
the secret to which, we promise you’ll soon know!”

""What do you mean,
by the things that you do?”
With the beauty he’d seen,
how were these words true?

""You’ll soon wake up!
This is all just a dream.
The tea cup, and Arno,
are not quite what they seem.

You’re about to learn the secret of Arno,
a secret that I hope you’ll forever know”.

The gnome waved a hand,
and came very close.
The grass turned to sand.
Jon thought he’d seen a ghost.

""Arno is the earth,
the spirit of all things.
We must not hurt,
the nature from which life springs!

You’re learning the secret of Arno,
a secret that I hope you’ll forever know!

So when you wake up,
remember my words.
Remember the beauty, the tea cup,
the animals in herds.

Know that whatever you do,
your actions are strong.
That it is certainly true,
So don’t treat your earth wrong.”

""Take the knowledge of Arno and use it on Earth.
It's your only home ever. Nothing could have more worth!""
",371,3.0,1,Why does Jon know about Arno?,"[""He learned about it in school."", ""He lives there."", ""He used to live there."", ""It appears in his dreams.""]","[""It appears in his dreams.""]",Literal
371,5,2,"There once was a place,
in a far away land.
A wonderful space,
where nothing was bland.

The trees were all tall,
and the leaves were all green.
The lakes were so deep,
and everything was clean.

This place was called Arno,
as you’ll soon come to know.

Away from Arno,
was a boy named Jon.
He dreamed of Arno,
each night as he yawned.

As he would drift,
deep deep into sleep,
he’d picture the trip
to lakes so deep.

He longed for Arno,
a place you’ll soon come to know.

Each day Jon would wake,
as the sun shined in beams.
He would draw and create,
pictures of his dreams.

He drew all the lakes,
all the forest and hills.
The rabbits, the snakes,
and the porcupine’s quills.

He longed for Arno,
a place we promise, you’ll soon come to know.

Jon always went to school,
and sat in his class.
He would follow each rule,
and each test he would pass.

The teacher had them write,
stories in their book.
Jon’s mind would take flight,
with each turn his tale took. 

He wrote of Arno,
a place we still promise, you’ll soon come to know.

That day as Jon walked,
all the way home.
He found himself shocked,
at the sight of a gnome!

A wee person so small,
that Jon could barely see.
A gnome that was not tall,
but sang as loud as three!

The gnome was from Arno,
a place you’ll soon come to know.

""Who are you?”
asked Jon, quite shocked.
""I am Rilo, it’s true!”
The gnome danced as he talked.

""Where do you come from?”
asked Jon, still afraid.
""An island known only to some,”
Rilo said as he played. 

The island of Arno,
a place you’ll very soon come to know.

""Where is Arno found?”
asked Jon, still unsure.
""The end of the long way around,”
Rilo yelled from the floor.

""That’s not a way to a place,”
said Jon quite annoyed.
A smile appeared on Rilo’s face,
as with Jon the gnome toyed.

""Follow me to Arno… 
a place you are now about to know”.

""We’ll be back in a flash,”
said Rilo the wee gnome.
""Unless we should crash,
I’ll bring you back home”.

""Crash what?” asked Jon,
as he chased to catch up.
Rilo skipped along,
singing back, ""The flying teacup.”

""The flying teacup will take us to Arno,
a place you’ll soon come to know.”

Jon ran home very fast.
Would his parents say yes?
A great trip at last,
to the place he’d soon like best.

They opened the door,
and both said ""Hello”.
Down went Jon’s mother,
fainting at first sight of Rilo.

""Wake up- we are going to Arno,
a place we’ll all soon get to know”.

They all climbed aboard
the bright colored cup.
Away they soared,
Rilo, Jon, and his parents and pup.

""This cup has magic powers,”
Rilo said as they started to spin.
Jon’s eyes fell on flowers,
lakes, and Rilo’s sly grin.

""We’ve arrived in Arno, 
the secret to which you’ll soon know!”

Wide-eyed and amazed,
Jon looked every which way.
""It’s not possible,” quite dazed,
he heard his parents say!

""Anything can be true,”
said Rilo quite proud.
""Beauty comes from the things that you do,”
he smiled, calling aloud.

""We’ve arrived in Arno, 
the secret to which, we promise you’ll soon know!”

""What do you mean,
by the things that you do?”
With the beauty he’d seen,
how were these words true?

""You’ll soon wake up!
This is all just a dream.
The tea cup, and Arno,
are not quite what they seem.

You’re about to learn the secret of Arno,
a secret that I hope you’ll forever know”.

The gnome waved a hand,
and came very close.
The grass turned to sand.
Jon thought he’d seen a ghost.

""Arno is the earth,
the spirit of all things.
We must not hurt,
the nature from which life springs!

You’re learning the secret of Arno,
a secret that I hope you’ll forever know!

So when you wake up,
remember my words.
Remember the beauty, the tea cup,
the animals in herds.

Know that whatever you do,
your actions are strong.
That it is certainly true,
So don’t treat your earth wrong.”

""Take the knowledge of Arno and use it on Earth.
It's your only home ever. Nothing could have more worth!""
",371,3.0,1,How was Jon going to get to Arno?,"[""A long hike"", ""A flying teacup"", ""His parents would take him"", ""He would turn into a gnome""]","[""A flying teacup""]",Literal
